ID,0,1,2
nvlrx__bytes.sum.per_second [byte/s],0,0,0
nvltx__bytes.sum.per_second [byte/s],0,0,0
pcie__read_bytes.avg.per_second [Mbyte/s],9.72,9.70,9.37
pcie__read_bytes.max.per_second [Mbyte/s],9.72,9.70,9.37
pcie__read_bytes.min.per_second [Mbyte/s],9.72,9.70,9.37
pcie__read_bytes.sum.per_second [Mbyte/s],9.72,9.70,9.37
pcie__write_bytes.avg.per_second [Mbyte/s],13.60,11.64,3.47
pcie__write_bytes.max.per_second [Mbyte/s],13.60,11.64,3.47
pcie__write_bytes.min.per_second [Mbyte/s],13.60,11.64,3.47
pcie__write_bytes.sum.per_second [Mbyte/s],13.60,11.64,3.47
profiler__perfworks_session_reuse,0,0,0
profiler__pmsampler_buffer_size_bytes [Mbytes],0.25,0.25,1.94
profiler__pmsampler_interval_cycles [cycle],20000,20000,20000
profiler__pmsampler_merged_samples [sample],0,0,0
profiler__pmsampler_pass_groups,1,1,1
profiler__pmwarpsampling_interval_cycles [cycle],0,0,0
profiler__replayer_bytes_mem_accessible.avg [Mbyte],41.94,75.50,75.72
profiler__replayer_bytes_mem_accessible.max [Mbyte],41.94,75.50,75.72
profiler__replayer_bytes_mem_accessible.min [Mbyte],41.94,75.50,75.72
profiler__replayer_bytes_mem_accessible.sum [Gbyte],1.38,2.49,2.50
profiler__replayer_bytes_mem_backed_up.avg [Mbyte],41.94,75.50,75.72
profiler__replayer_bytes_mem_backed_up.max [Mbyte],41.94,75.50,75.72
profiler__replayer_bytes_mem_backed_up.min [Mbyte],41.94,75.50,75.72
profiler__replayer_bytes_mem_backed_up.sum [Gbyte],1.38,2.49,2.50
profiler__replayer_passes [pass],33,33,33
profiler__replayer_passes_type_warmup [pass],0,0,0
profiler__timestamp_workload_end_0,1,1,1
profiler__timestamp_workload_start_0,1,1,1
sass__inst_executed_global_loads [inst],2344,2344,54747219
sass__inst_executed_global_stores [inst],2,2,1973903
sass__inst_executed_local_loads [inst],120,120,1126062
sass__inst_executed_local_stores [inst],401,401,162796
sass__inst_executed_per_opcode,34829 {37},34829 {37},303431515 {47}
sass__inst_executed_per_opcode_category,34829 {7},34829 {7},303431515 {8}
sass__inst_executed_per_opcode_with_modifier_all,34829 {72},34829 {72},303431515 {84}
sass__inst_executed_per_opcode_with_modifier_selective,34829 {42},34829 {42},303431515 {53}
sass__inst_executed_register_spilling [inst],0,0,0
sass__inst_executed_register_spilling_mem_local [byte],0,0,0
sass__inst_executed_register_spilling_mem_local_op_read [inst],0,0,0
sass__inst_executed_register_spilling_mem_local_op_write [inst],0,0,0
sass__inst_executed_register_spilling_mem_shared [byte],0,0,0
sass__inst_executed_register_spilling_mem_shared_op_read [inst],0,0,0
sass__inst_executed_register_spilling_mem_shared_op_write [inst],0,0,0
sass__inst_executed_register_spilling_op_read [inst],0,0,0
sass__inst_executed_register_spilling_op_write [inst],0,0,0
sass__inst_executed_shared_loads [inst],0,0,3716508
sass__inst_executed_shared_stores [inst],0,0,1212457
sass__thread_inst_executed_per_opcode_category,30484 {7},30484 {7},6267510924 {8}
sass__thread_inst_executed_true_per_opcode,30484 {36},30484 {36},6267510924 {46}
sass__thread_inst_executed_true_per_opcode_with_modifier_all,30484 {71},30484 {71},6267510924 {82}
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,30484 {41},30484 {41},6267510924 {52}
sm__cycles_active.avg [cycle],11251,11261.53,9123642.56
sm__cycles_active.max [cycle],382534,382892,9297552
sm__cycles_active.min [cycle],0,0,8806154
sm__cycles_active.sum [cycle],382534,382892,310203847
sm__cycles_elapsed.avg [cycle],385002.47,386028.29,9285545.82
sm__cycles_elapsed.avg.per_second [Ghz],1.46,1.46,1.46
sm__cycles_elapsed.max [cycle],386422,387241,9304767
sm__cycles_elapsed.max.per_second [Ghz],1.47,1.47,1.47
sm__cycles_elapsed.min [cycle],383752,385066,9257048
sm__cycles_elapsed.min.per_second [Ghz],1.46,1.46,1.46
sm__cycles_elapsed.sum [cycle],13090084,13124962,315708558
sm__cycles_elapsed.sum.per_second [Ghz],49.69,49.75,49.80
sm__icc_request_hit_rate.pct [%],96.35,96.40,86.48
sm__icc_requests.sum [cycle],1999,1998,52885092
sm__icc_requests.sum.pct_of_peak_sustained_elapsed [%],0.03,0.03,33.50
sm__inst_executed.avg.pct_of_peak_sustained_elapsed [%],0.07,0.07,24.03
sm__inst_executed.avg.per_cycle_active [inst/cycle],0.09,0.09,0.98
sm__inst_executed.avg.per_cycle_elapsed [inst/cycle],0.00,0.00,0.96
sm__inst_executed.max.pct_of_peak_sustained_elapsed [%],2.26,2.26,24.98
sm__inst_executed.max.per_cycle_active [inst/cycle],3.10,3.09,1.02
sm__inst_executed.max.per_cycle_elapsed [inst/cycle],0.09,0.09,1.00
sm__inst_executed.min.pct_of_peak_sustained_elapsed [%],0,0,23.06
sm__inst_executed.min.per_cycle_active [inst/cycle],0,0,0.94
sm__inst_executed.min.per_cycle_elapsed [inst/cycle],0,0,0.92
sm__inst_executed.sum.pct_of_peak_sustained_elapsed [%],0.07,0.07,24.03
sm__inst_executed.sum.per_cycle_active [inst/cycle],3.10,3.09,33.26
sm__inst_executed.sum.per_cycle_elapsed [inst/cycle],0.09,0.09,32.68
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active [%],0.15,0.15,1.02
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,1.00
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_active [%],4.94,4.94,1.07
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed [%],0.14,0.14,1.05
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_active [%],0,0,0.99
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed [%],0,0,0.98
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_active [%],0.15,0.15,1.02
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,1.00
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active [%],2.08,2.08,20.18
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_elapsed [%],0.06,0.06,19.82
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_active [%],70.66,70.59,21.15
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_elapsed [%],2.06,2.06,20.78
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],0,0,19.33
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_elapsed [%],0,0,18.99
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],2.08,2.08,20.18
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_elapsed [%],0.06,0.06,19.82
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],0.46,0.46,1.81
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,1.78
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],15.53,15.52,1.89
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_elapsed [%],0.45,0.45,1.85
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],0,0,1.70
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_elapsed [%],0,0,1.67
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],0.46,0.46,1.81
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,1.78
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],0.04,0.04,5.85
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],1.44,1.43,6.10
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],0,0,5.49
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],0.04,0.04,5.85
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],0.36,0.36,8.27
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,8.12
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],12.33,12.32,8.60
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_elapsed [%],0.36,0.36,8.45
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],0,0,7.87
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_elapsed [%],0,0,7.73
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],0.36,0.36,8.27
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,8.12
sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp16.max.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp16.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp16.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp16.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp16.sum.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp16.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active [%],0,0,58.53
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_elapsed [%],0,0,57.51
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_active [%],0,0,60.84
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_elapsed [%],0,0,59.78
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_active [%],0,0,55.24
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_elapsed [%],0,0,54.28
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_active [%],0,0,58.53
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_elapsed [%],0,0,57.51
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active [%],1.50,1.50,44.97
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed [%],0.04,0.04,44.19
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_active [%],50.98,50.93,46.91
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed [%],1.49,1.49,46.09
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_active [%],0,0,41.70
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed [%],0,0,40.98
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_active [%],1.50,1.50,44.97
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed [%],0.04,0.04,44.19
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.max.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.sum.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_hmma.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.max.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.sum.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tensor_op_imma.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active [%],0.04,0.04,0.38
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.37
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_active [%],1.24,1.24,0.40
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed [%],0.04,0.04,0.39
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_active [%],0,0,0.36
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed [%],0,0,0.35
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_active [%],0.04,0.04,0.38
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.37
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active [%],0,0,1.18
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed [%],0,0,1.16
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_active [%],0,0,1.23
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_elapsed [%],0,0,1.21
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_active [%],0,0,1.15
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_elapsed [%],0,0,1.13
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_active [%],0,0,1.18
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_elapsed [%],0,0,1.16
sm__inst_issued.avg.pct_of_peak_sustained_elapsed [%],0.07,0.07,24.38
sm__inst_issued.avg.per_cycle_active [inst/cycle],0.09,0.09,0.99
sm__inst_issued.max.pct_of_peak_sustained_elapsed [%],2.29,2.29,25.27
sm__inst_issued.max.per_cycle_active [inst/cycle],3.14,3.13,1.03
sm__inst_issued.min.pct_of_peak_sustained_elapsed [%],0,0,22.99
sm__inst_issued.min.per_cycle_active [inst/cycle],0,0,0.94
sm__inst_issued.sum.pct_of_peak_sustained_elapsed [%],0.07,0.07,24.38
sm__inst_issued.sum.per_cycle_active [inst/cycle],3.14,3.13,33.75
sm__instruction_throughput.avg.pct_of_peak_sustained_elapsed [%],0.07,0.07,57.51
sm__instruction_throughput.max.pct_of_peak_sustained_elapsed [%],2.29,2.29,59.78
sm__instruction_throughput.min.pct_of_peak_sustained_elapsed [%],0,0,54.28
sm__instruction_throughput.sum.pct_of_peak_sustained_elapsed [%],0.07,0.07,57.51
sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],0.07,0.07,24.38
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],2.29,2.29,25.27
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],0,0,22.99
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],0.07,0.07,24.38
sm__maximum_warps_avg_per_active_cycle [warp],16,16,32
sm__maximum_warps_per_active_cycle_pct [%],50,50,100
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],0.04,0.04,44.19
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],1.49,1.49,46.09
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],0,0,40.98
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],0.04,0.04,44.19
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,10.43
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],0.48,0.48,10.93
sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0,9.94
sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,10.43
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed [%],0.02,0.02,17.46
sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed [%],0.54,0.54,18.20
sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed [%],0,0,16.25
sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,17.46
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,2.25
sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.32,0.32,2.36
sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,2.12
sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,2.25
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,16.45
sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.32,0.32,17.11
sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,15.89
sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,16.45
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.avg,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.avg.peak_sustained,512,512,512
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.avg.peak_sustained_elapsed.per_second,748213230828.59,749205810999.80,749994866938.61
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.max,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.max.peak_sustained,512,512,512
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.max.peak_sustained_elapsed.per_second,748213230828.59,749205810999.80,749994866938.61
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.max.per_second,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.min,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.min.peak_sustained,512,512,512
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.min.peak_sustained_elapsed.per_second,748213230828.59,749205810999.80,749994866938.61
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.min.per_second,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.sum,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.sum.peak_sustained,17408,17408,17408
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.sum.peak_sustained_elapsed.per_second,25439249848171.99,25472997573993.21,25499825475912.83
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_bf16_tf32_dst_fp32.sum.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg.peak_sustained,1024,1024,1024
sm__ops_path_tensor_src_fp16_dst_fp16.avg.peak_sustained_elapsed.per_second,1496426461657.18,1498411621999.60,1499989733877.23
sm__ops_path_tensor_src_fp16_dst_fp16.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.max,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.max.peak_sustained,1024,1024,1024
sm__ops_path_tensor_src_fp16_dst_fp16.max.peak_sustained_elapsed.per_second,1496426461657.18,1498411621999.60,1499989733877.23
sm__ops_path_tensor_src_fp16_dst_fp16.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.max.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.min,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.min.peak_sustained,1024,1024,1024
sm__ops_path_tensor_src_fp16_dst_fp16.min.peak_sustained_elapsed.per_second,1496426461657.18,1498411621999.60,1499989733877.23
sm__ops_path_tensor_src_fp16_dst_fp16.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.min.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum.peak_sustained,34816,34816,34816
sm__ops_path_tensor_src_fp16_dst_fp16.sum.peak_sustained_elapsed.per_second,50878499696343.98,50945995147986.41,50999650951825.66
sm__ops_path_tensor_src_fp16_dst_fp16.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16.sum.per_second,0,0,0
sm__ops_path_tensor_src_int1.avg,0,0,0
sm__ops_path_tensor_src_int1.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.avg.peak_sustained,16384,16384,16384
sm__ops_path_tensor_src_int1.avg.peak_sustained_elapsed.per_second,23942823386514.81,23974585951993.61,23999835742035.60
sm__ops_path_tensor_src_int1.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.avg.per_second,0,0,0
sm__ops_path_tensor_src_int1.max,0,0,0
sm__ops_path_tensor_src_int1.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.max.peak_sustained,16384,16384,16384
sm__ops_path_tensor_src_int1.max.peak_sustained_elapsed.per_second,23942823386514.81,23974585951993.61,23999835742035.60
sm__ops_path_tensor_src_int1.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.max.per_second,0,0,0
sm__ops_path_tensor_src_int1.min,0,0,0
sm__ops_path_tensor_src_int1.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.min.peak_sustained,16384,16384,16384
sm__ops_path_tensor_src_int1.min.peak_sustained_elapsed.per_second,23942823386514.81,23974585951993.61,23999835742035.60
sm__ops_path_tensor_src_int1.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.min.per_second,0,0,0
sm__ops_path_tensor_src_int1.sum,0,0,0
sm__ops_path_tensor_src_int1.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.sum.peak_sustained,557056,557056,557056
sm__ops_path_tensor_src_int1.sum.peak_sustained_elapsed.per_second,814055995141503.75,815135922367782.62,815994415229210.50
sm__ops_path_tensor_src_int1.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.sum.per_second,0,0,0
sm__ops_path_tensor_src_int4.avg,0,0,0
sm__ops_path_tensor_src_int4.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4.avg.peak_sustained,4096,4096,4096
sm__ops_path_tensor_src_int4.avg.peak_sustained_elapsed.per_second,5985705846628.70,5993646487998.40,5999958935508.90
sm__ops_path_tensor_src_int4.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4.avg.per_second,0,0,0
sm__ops_path_tensor_src_int4.max,0,0,0
sm__ops_path_tensor_src_int4.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4.max.peak_sustained,4096,4096,4096
sm__ops_path_tensor_src_int4.max.peak_sustained_elapsed.per_second,5985705846628.70,5993646487998.40,5999958935508.90
sm__ops_path_tensor_src_int4.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4.max.per_second,0,0,0
sm__ops_path_tensor_src_int4.min,0,0,0
sm__ops_path_tensor_src_int4.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4.min.peak_sustained,4096,4096,4096
sm__ops_path_tensor_src_int4.min.peak_sustained_elapsed.per_second,5985705846628.70,5993646487998.40,5999958935508.90
sm__ops_path_tensor_src_int4.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4.min.per_second,0,0,0
sm__ops_path_tensor_src_int4.sum,0,0,0
sm__ops_path_tensor_src_int4.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4.sum.peak_sustained,139264,139264,139264
sm__ops_path_tensor_src_int4.sum.peak_sustained_elapsed.per_second,203513998785375.94,203783980591945.66,203998603807302.62
sm__ops_path_tensor_src_int4.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4.sum.per_second,0,0,0
sm__ops_path_tensor_src_int8.avg,0,0,0
sm__ops_path_tensor_src_int8.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8.avg.peak_sustained,2048,2048,2048
sm__ops_path_tensor_src_int8.avg.peak_sustained_elapsed.per_second,2992852923314.35,2996823243999.20,2999979467754.45
sm__ops_path_tensor_src_int8.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8.avg.per_second,0,0,0
